ID	experiment	zoo	clutch	euthanised	days_survived	infection_status	slope_bd	bd_std.error	age_start	age_death	wt_start	wt_death	svl_start	svl_death	bc_start	bc_death	bc_change
Psco_749	3	MZ	26	0	98	0	0	0	323	421	1.144	0.971	25.61	24.58	0.04	-0.01	-0.05
Psco_845	3	MZ	32	0	98	1	0.122037692	0.056676105	314	412	1.277	0.966	25.93	24.22	0.08	-0.01	-0.09
Psco_757	3	MZ	23	0	98	0	0	0	304	402	1.264	0.841	26.68	23.83	0.07	-0.05	-0.13
Psco_853	3	MZ	39	0	98	0	0	0	321	419	1.078	0.882	25.22	25.64	0.02	-0.04	-0.06
Psco_765	3	MZ	26	0	98	0	0	0	323	421	1.301	1.156	27.96	25.91	0.08	0.04	-0.03
Psco_861	3	MZ	34	0	98	1	0.461018904	0.125505955	304	402	0.907	0.669	24.12	22.89	-0.03	-0.13	-0.1
Psco_773	3	MZ	32	0	98	0	0	0	314	412	1.039	1.057	25.43	25.8	0.01	0.02	0.01
Psco_869	3	MZ	21	1	85	1	0.341144837	0.100049572	333	418	1.165	1.019	26.1	25.8	0.05	0.01	-0.04
Psco_781	3	MZ	35	0	98	0	0	0	304	402	1.171	0.979	25.53	25.78	0.05	-0.01	-0.06
Psco_877	3	MZ	40	0	98	0	0	0	317	415	1.047	1.078	25.04	25.31	0.01	0.02	0.01
Psco_789	3	MZ	40	0	98	0	0	0	317	415	1.105	0.908	24.92	25.06	0.03	-0.03	-0.06
Psco_885	3	MZ	33	0	98	1	0.197047597	0.043476453	304	402	1.317	0.854	25.83	23.54	0.08	-0.05	-0.13
Psco_497	2	TZ	41	0	98	0	0	0	146	244	0.941	0.967	23.07	23.71	-0.02	-0.01	0.01
Psco_593	2	MZ	23	0	98	0	0	0	189	287	1.263	1.158	25.68	25.34	0.07	0.05	-0.03
Psco_505	2	TZ	45	0	98	0	0	0	182	280	0.788	1.013	20.72	321.65	-0.08	0	0.08
Psco_601	2	TZ	54	1	63	1	0.437031908	0.147008304	170	233	0.515	0.47	19.17	18.22	-0.22	-0.26	-0.04
Psco_513	2	TZ	54	1	65	1	0.41019341	0.140031022	170	235	0.519	0.445	19.68	17.45	-0.22	-0.28	-0.06
Psco_609	2	TZ	49	1	60	1	0.676086475	0.136300586	175	235	0.858	0.922	22.29	20.93	-0.05	-0.03	0.02
Psco_521	2	TZ	42	1	67	1	0.542704288	0.12399987	185	252	0.671	0.75	21.29	19.14	-0.13	-0.1	0.03
Psco_617	2	MZ	34	0	98	0	0	0	189	287	1.116	1.201	23.61	24.72	0.03	0.06	0.02
Psco_529	2	TZ	42	0	98	0	0	0	185	283	0.623	0.533	21.36	21.21	-0.15	-0.21	-0.05
Psco_625	2	MZ	34	1	58	1	0.533313295	0.132587359	189	247	1.105	0.817	23.44	21.48	0.03	-0.07	-0.1
Psco_537	2	TZ	53	1	63	1	0.470761164	0.074984016	161	224	0.46	0.325	18.58	18.82	-0.27	-0.38	-0.12
Psco_633	2	TZ	49	0	98	0	0	0	175	273	0.811	0.847	21.74	22.14	-0.07	-0.05	0.01
Psco_545	2	TZ	44	1	81	1	0.502371156	0.058560924	173	254	0.719	0.492	21.17	19.02	-0.11	-0.24	-0.13
Psco_641	2	TZ	46	0	98	1	0.418467341	0.060308155	160	258	0.54	0.634	18.68	17.61	-0.21	-0.16	0.05
Psco_553	2	MZ	34	1	63	1	0.589253131	0.055266293	189	252	0.999	0.692	24.75	21.55	0	-0.12	-0.12
Psco_649	2	TZ	45	1	53	1	0.63509708	0.068732386	182	235	0.676	0.428	20.71	18.66	-0.13	-0.29	-0.16
Psco_561	2	TZ	44	0	98	1	0.451174805	0.135832206	173	271	0.623	0.747	20.73	19.72	-0.16	-0.1	0.06
Psco_657	2	MZ	37	1	50	1	0.46213209	0.123445403	200	250	1.137	0.857	25.48	21.63	0.04	-0.05	-0.09
Psco_569	2	TZ	50	1	70	1	0.20991525	0.082641546	172	242	0.493	0.357	19.87	17.99	-0.24	-0.36	-0.12
Psco_665	2	TZ	42	1	72	1	0.389385064	0.156265864	185	257	0.666	0.474	20.62	18.35	-0.13	-0.26	-0.12
Psco_577	2	TZ	42	0	98	1	0.460486378	0.061022929	185	283	0.701	0.507	21.76	21.08	-0.12	-0.22	-0.11
Psco_585	2	MZ	38	1	93	1	0.490727253	0.089444231	200	293	1.121	0.766	24.08	23.52	0.04	-0.08	-0.12
Psco_681	2	TZ	45	1	81	1	0.356166258	0.073405368	182	263	0.655	0.54	20.33	18.98	-0.14	-0.21	-0.07
Psco_689	2	MZ	25	1	51	1	0.351387166	0.186345853	208	259	1.044	0.754	23.78	21.18	0.01	-0.09	-0.11
Psco_798	3	MZ	25	0	98	0	0	0	323	421	0.973	0.862	24.17	22.93	-0.01	-0.05	-0.04
Psco_697	2	MZ	32	0	98	0	0	0	199	297	1.151	1.987	25.53	24.45	0.04	0.21	0.17
Psco_806	3	MZ	38	0	98	0	0	0	315	413	1.279	1.36	26.49	25.6	0.08	0.09	0.02
Psco_705	2	MZ	25	1	56	1	0.505981782	0.094425914	208	264	1.053	0.954	24.58	22.84	0.02	-0.02	-0.03
Psco_814	3	MZ	33	0	98	0	0	0	304	402	1.019	0.902	24.68	23.8	0.01	-0.03	-0.04
Psco_713	2	MZ	36	1	76	1	0.479776476	0.064876084	192	268	1.209	0.851	26.82	24.67	0.06	-0.05	-0.11
Psco_822	3	MZ	38	0	98	0	0	0	315	413	1.252	1.071	27.39	25.8	0.07	0.02	-0.05
Psco_721	2	TZ	49	1	63	1	0.514982987	0.116751912	175	238	0.77	0.56	22.39	19.51	-0.08	-0.2	-0.11
Psco_830	3	MZ	34	0	98	0	0	0	304	402	1.084	0.688	25.29	22.87	0.02	-0.12	-0.14
Psco_838	3	MZ	34	1	72	1	0.672345036	0.106082307	304	376	0.276	0.308	17.19	16.1	-0.45	-0.42	0.03
Psco_750	3	MZ	40	0	98	0	0	0	317	415	1.019	0.859	24.73	23.85	0.01	-0.05	-0.05
Psco_846	3	MZ	21	0	98	0	0	0	333	431	1.286	0.809	26.3	23.6	0.08	-0.07	-0.14
Psco_758	3	MZ	34	0	98	0	0	0	304	402	0.955	0.715	24.6	23.29	-0.01	-0.11	-0.09
Psco_854	3	MZ	36	0	98	1	0.231864789	0.09568761	307	405	0.521	0.46	21.31	19.15	-0.21	-0.26	-0.05
Psco_766	3	MZ	37	0	98	1	0.202112985	0.027291669	315	413	0.734	0.492	21.84	20.34	-0.1	-0.24	-0.14
Psco_862	3	MZ	32	1	48	1	0.577158618	0.126687152	314	362	1.172	1.176	25.81	25.41	0.05	0.05	0
Psco_774	3	MZ	21	0	98	0	0	0	333	431	1.188	0.901	27.29	24.48	0.05	-0.03	-0.08
Psco_870	3	MZ	29	1	76	1	0.449274418	0.111392649	317	393	1.226	1.103	26.58	25.47	0.06	0.03	-0.03
Psco_782	3	MZ	27	0	98	0	0	0	323	421	0.988	0.916	24.3	23.18	0	-0.03	-0.02
Psco_878	3	MZ	23	0	98	0	0	0	304	402	1.238	0.893	27	24.41	0.06	-0.04	-0.1
Psco_790	3	MZ	35	0	98	0	0	0	304	402	0.956	0.485	25.45	21.11	-0.01	-0.24	-0.22
Psco_886	3	MZ	40	1	77	1	0.377205748	0.098644647	317	394	1.182	0.807	25.2	23.47	0.05	-0.07	-0.12
Psco_498	2	MZ	21	0	98	0	0	0	218	316	1.249	1.085	25.16	24.2	0.07	0.03	-0.04
Psco_594	2	TZ	42	1	86	1	0.312776655	0.056743208	185	271	0.633	0.45	19.77	18.53	-0.15	-0.27	-0.12
Psco_506	2	MZ	33	0	98	0	0	0	189	287	0.916	0.982	22.73	24.64	-0.03	-0.01	0.02
Psco_602	2	MZ	38	1	95	1	0.319938451	0.073873306	200	295	1.282	0.948	18.34	23.1	0.09	-0.02	-0.1
Psco_514	2	MZ	25	1	94	1	0.255584431	0.042942827	208	302	1.193	1.113	24.08	24.81	0.06	0.03	-0.02
Psco_610	2	MZ	40	0	98	0	0	0	202	300	0.988	1.396	24.46	24.4	0	0.1	0.11
Psco_522	2	MZ	23	0	98	0	0	0	189	287	1.173	1.191	25.72	25.65	0.05	0.05	0
Psco_618	2	MZ	27	1	58	1	0.52588911	0.132931467	208	266	1.153	0.671	24.55	21.58	0.04	-0.13	-0.17
Psco_530	2	MZ	30	0	98	0	0	0	202	300	1.061	1.002	23.08	24.05	0.02	0	-0.02
Psco_626	2	MZ	27	1	70	1	0.597797957	0.1031572	208	278	1.022	0.874	23.3	21.59	0.01	-0.04	-0.05
Psco_538	2	MZ	32	1	60	1	0.606389494	0.105616431	199	259	1.058	1.059	25.14	21.57	0.02	0.02	0
Psco_634	2	MZ	40	1	74	1	0.526401355	0.08504456	202	276	0.9433	0.713	23.79	22.46	-0.02	-0.11	-0.09
Psco_546	2	MZ	27	0	98	1	0.331185061	0.076388147	208	306	1.084	0.832	24.54	23.5	0.03	-0.06	-0.08
Psco_642	2	MZ	36	1	65	1	0.524807985	0.137779855	192	257	1.225	0.845	25.6	23.57	0.06	-0.05	-0.12
Psco_554	2	MZ	28	0	98	1	0.541547261	0.033067897	242	340	1.431	1.028	26.33	24.81	0.11	0.01	-0.1
Psco_650	2	MZ	29	1	44	1	0.528876606	0.103011037	202	246	0.965	0.913	23.87	21.04	-0.01	-0.03	-0.02
Psco_562	2	MZ	23	0	98	1	-0.032703525	0.092404457	189	287	1.073	1.129	24.68	24.52	0.02	0.04	0.02
Psco_658	2	MZ	26	1	76	1	0.484078284	0.075998168	208	284	1.333	0.878	25.93	25.26	0.09	-0.04	-0.13
Psco_570	2	TZ	50	1	72	1	0.404740888	0.186534353	172	244	0.495	0.372	19.86	17.26	-0.24	-0.35	-0.11
Psco_666	2	MZ	40	1	70	1	0.675609364	0.153755682	202	272	1.003	0.684	24.35	22.34	0	-0.12	-0.12
Psco_578	2	TZ	46	0	98	0	0	0	160	258	0.549	0.558	20.25	19.3	-0.2	-0.2	0
Psco_586	2	MZ	22	1	60	1	0.590282556	0.119970971	173	233	1.287	0.914	24.71	22.66	0.08	-0.03	-0.11
Psco_682	2	MZ	34	1	75	1	0.387244108	0.07573354	189	264	0.992	0.579	23.41	20.7	0	-0.18	-0.18
Psco_690	2	MZ	40	1	65	1	0.754073714	0.107655896	202	267	0.963	0.69	23.57	21.18	-0.01	-0.12	-0.11
Psco_799	3	MZ	21	0	98	0	0	0	333	431	1.187	0.708	27.16	23.71	0.05	-0.11	-0.16
Psco_698	2	MZ	29	1	70	1	0.42614791	0.077973127	202	272	1.14	0.88	25.57	22.97	0.04	-0.04	-0.08
Psco_706	2	MZ	22	0	98	0	0	0	173	271	0.984	1.09	23.69	22.84	-0.01	0.03	0.03
Psco_815	3	MZ	26	0	98	0	0	0	323	421	1.351	0.981	26.45	24.27	0.09	-0.01	-0.1
Psco_714	2	TZ	52	1	79	1	0.471202461	0.052982032	164	243	0.644	0.357	20.41	18.57	-0.15	-0.35	-0.21
Psco_823	3	MZ	26	1	88	1	0.353008953	0.089525177	323	411	1.311	1.227	25.72	25.4	0.08	0.06	-0.02
Psco_722	2	MZ	31	1	84	1	0.566379343	0.137890405	199	283	1.033	0.666	23.11	20.32	0.01	-0.13	-0.15
Psco_831	3	MZ	30	0	98	0	0	0	317	415	1.104	1.078	25.12	26.09	0.03	0.02	-0.01
Psco_839	3	MZ	39	0	98	0	0	0	321	419	1.099	0.978	25.07	23.83	0.03	-0.01	-0.04
Psco_751	3	MZ	31	0	98	0	0	0	314	412	1.043	0.983	24.19	24.02	0.01	-0.01	-0.02
Psco_847	3	MZ	27	1	78	1	0.427580566	0.077384307	323	401	1.263	0.989	26.54	23.33	0.07	0	-0.07
Psco_759	3	MZ	23	0	98	0	0	0	304	402	1.205	1.108	25.93	26.61	0.06	0.03	-0.03
Psco_855	3	MZ	23	0	98	0	0	0	304	402	1.283	0.882	26.96	24.48	0.08	-0.04	-0.11
Psco_767	3	MZ	39	0	98	0	0	0	321	419	1.107	0.776	25.63	22.83	0.03	-0.08	-0.11
Psco_775	3	MZ	27	1	73	1	0.551401793	0.090626867	323	396	0.997	0.917	25.09	23.5	0	-0.03	-0.03
Psco_871	3	MZ	26	0	98	1	0.140810576	0.115198341	323	421	0.987	0.66	24.72	22.33	0	-0.13	-0.13
Psco_783	3	MZ	36	1	68	1	0.389218876	0.185888291	307	375	1.203	1.26	26.34	25.26	0.06	0.07	0.02
Psco_879	3	MZ	32	0	98	0	0	0	314	412	1.188	0.8	26.96	23.61	0.05	-0.07	-0.12
Psco_791	3	MZ	36	0	98	0	0	0	307	405	0.511	0.478	20.2	19.34	-0.22	-0.25	-0.03
Psco_887	3	MZ	34	0	98	0	0	0	304	402	1.287	0.906	25.58	24.92	0.08	-0.03	-0.11
Psco_499	2	MZ	37	0	98	0	0	0	200	298	0.978	0.91	23.17	23.41	-0.01	-0.03	-0.02
Psco_595	2	MZ	39	0	98	0	0	0	206	304	1.048	1.033	24.02	23.45	0.01	0.01	0
Psco_507	2	TZ	42	0	98	1	0.380195877	0.093287468	185	283	0.808	0.776	22.39	21.26	-0.07	-0.08	-0.01
Psco_603	2	TZ	42	0	98	1	0.399458985	0.094795124	185	283	0.502	0.451	18.23	18.57	-0.24	-0.27	-0.04
Psco_515	2	TZ	46	1	74	1	0.296031564	0.090704094	160	234	0.581	0.417	20.74	18.36	-0.18	-0.3	-0.12
Psco_611	2	TZ	54	1	63	1	0.516374517	0.065953951	170	233	0.558	0.409	19.3	16.96	-0.2	-0.32	-0.12
Psco_523	2	TZ	51	0	98	1	0.219977065	0.031979913	159	257	0.664	0.657	21.12	22.2	-0.13	-0.14	0
Psco_619	2	MZ	32	1	65	1	0.676332758	0.106691383	199	264	1.232	0.863	25.96	22.26	0.06	-0.05	-0.11
Psco_531	2	TZ	50	0	98	0	0	0	172	270	0.549	0.641	18.69	19.88	-0.2	-0.15	0.06
Psco_627	2	TZ	42	1	65	1	0.335307877	0.233113046	185	250	0.583	0.408	18.84	18.24	-0.18	-0.31	-0.12
Psco_539	2	MZ	22	0	98	0	0	0	173	271	1.188	1.258	24.12	25.23	0.05	0.07	0.02
Psco_635	2	TZ	49	0	98	1	0.37585889	0.056559169	175	273	0.688	0.829	19.78	20.04	-0.13	-0.06	0.06
Psco_547	2	MZ	29	1	63	1	0.498555238	0.149536594	202	265	0.934	0.677	23.33	20.76	-0.02	-0.13	-0.11
Psco_643	2	MZ	40	1	63	1	0.497339154	0.063852058	202	265	1.062	0.587	24.78	21.98	0.02	-0.17	-0.19
Psco_555	2	MZ	25	0	98	0	0	0	208	306	1.103	0.901	22.47	22.91	0.03	-0.03	-0.06
Psco_651	2	MZ	31	0	98	0	0	0	199	297	1.122	1.088	24.55	23.38	0.04	0.03	-0.01
Psco_563	2	MZ	31	1	86	1	0.418681627	0.070691197	199	285	1.044	0.747	22.9	22.5	0.01	-0.09	-0.11
Psco_659	2	TZ	52	1	45	1	0.763670623	0.114201739	164	209	0.552	0.431	20.13	19.5	-0.2	-0.28	-0.09
Psco_571	2	TZ	51	1	54	1	0.62482694	0.136858398	159	213	0.656	0.394	20.77	19.76	-0.14	-0.31	-0.17
Psco_667	2	MZ	35	0	98	0	0	0	189	287	1.001	1.121	24.19	24.33	0	0.04	0.04
Psco_579	2	MZ	38	0	98	1	0.419542875	0.100005918	200	298	1.216	1.078	26.72	26.74	0.06	0.02	-0.04
Psco_675	2	MZ	35	1	75	1	0.507741732	0.076832633	189	264	1.098	0.71	23.82	23.23	0.03	-0.11	-0.14
Psco_587	2	TZ	42	1	58	1	0.554584942	0.115789603	185	243	0.759	0.686	22.44	19.28	-0.09	-0.13	-0.04
Psco_683	2	MZ	24	1	65	1	0.568820087	0.146885802	239	304	1.106	0.763	24.12	23.02	0.03	-0.09	-0.12
Psco_691	2	MZ	30	1	51	1	0.682936202	0.08694453	202	253	1.215	0.886	24.28	21.76	0.06	-0.04	-0.1
Psco_800	3	MZ	35	1	92	1	0.463203663	0.020739142	304	396	0.93	0.728	24.78	22.72	-0.02	-0.1	-0.08
Psco_699	2	TZ	44	1	62	1	0.418712377	0.09447373	173	235	0.571	0.446	20.42	18.93	-0.19	-0.27	-0.09
Psco_808	3	MZ	33	1	74	1	0.628773252	0.17268589	304	378	1.221	0.747	25.82	23.24	0.06	-0.09	-0.15
Psco_707	2	TZ	50	1	59	1	0.457785669	0.13668121	172	231	0.498	0.415	19.66	19.14	-0.23	-0.3	-0.06
Psco_816	3	MZ	37	0	98	1	0.043550273	0.04175738	315	413	1.202	0.885	24.78	24.64	0.06	-0.04	-0.1
Psco_715	2	TZ	48	1	48	1	0.16254462	0.117374539	173	221	0.564	0.493	20.11	18.34	-0.19	-0.24	-0.05
Psco_824	3	MZ	37	0	98	0	0	0	315	413	1.337	0.832	26.05	24.24	0.09	-0.06	-0.15
Psco_723	2	TZ	47	1	78	1	0.481214858	0.171355401	175	253	0.776	0.503	21.84	19.71	-0.08	-0.23	-0.15
Psco_832	3	MZ	30	0	98	0	0	0	317	415	1.224	0.906	25.53	23.8	0.06	-0.03	-0.09
Psco_840	3	MZ	23	1	73	1	0.508084415	0.108562958	304	377	1.376	1.283	28.55	26.17	0.1	0.08	-0.02
Psco_848	3	MZ	23	0	98	0	0	0	304	402	1.224	0.971	26.38	24.77	0.06	-0.01	-0.07
Psco_760	3	MZ	39	0	98	0	0	0	321	419	1.032	0.755	24.92	24.07	0.01	-0.09	-0.1
Psco_856	3	MZ	27	0	98	0	0	0	323	421	1.039	0.981	24.13	24.26	0.01	-0.01	-0.02
Psco_768	3	MZ	25	1	76	1	0.621436202	0.062846346	323	399	0.965	0.76	24.12	22.6	-0.01	-0.09	-0.08
Psco_864	3	MZ	23	0	98	0	0	0	304	402	1.364	1.256	27.23	28.25	0.09	0.07	-0.03
Psco_776	3	MZ	30	1	80	1	0.331233652	0.119392324	317	397	1.306	1.224	26.12	26.49	0.08	0.06	-0.02
Psco_872	3	MZ	24	0	98	0	0	0	354	452	1.134	0.816	25.9	24.29	0.04	-0.06	-0.1
Psco_784	3	MZ	26	0	98	1	0.053628762	0.041428514	323	421	1.235	0.985	26.13	23.49	0.06	0	-0.07
Psco_880	3	MZ	26	1	83	1	0.571495692	0.149532428	323	406	1.338	1.222	27.06	26.26	0.09	0.06	-0.03
Psco_792	3	MZ	25	1	63	1	0.487609283	0.104450534	323	386	1.302	0.517	25.27	24.88	0.08	-0.21	-0.29
Psco_888	3	MZ	31	1	74	1	0.3561366	0.082670889	314	388	0.945	0.734	24.83	23.44	-0.02	-0.1	-0.08
Psco_500	2	TZ	50	0	98	0	0	0	172	270	0.486	0.508	19.52	20.23	-0.24	-0.23	0.02
Psco_596	2	TZ	44	0	98	0	0	0	173	271	0.458	0.636	18.85	19.27	-0.27	-0.15	0.11
Psco_508	2	MZ	36	0	98	0	0	0	192	290	1.238	1.146	26.72	25.4	0.06	0.04	-0.02
Psco_604	2	MZ	22	1	56	1	0.68363629	0.110848376	173	229	1.118	0.883	24.3	22.31	0.03	-0.04	-0.08
Psco_516	2	MZ	26	0	98	0	0	0	208	306	1.303	1.123	24.71	24.78	0.08	0.04	-0.05
Psco_612	2	TZ	50	0	98	1	0.374586008	0.061511537	172	270	0.774	0.946	20.68	19.24	-0.08	-0.02	0.07
Psco_524	2	MZ	35	0	98	0	0	0	189	287	1.115	0.85	24.17	24.12	0.03	-0.05	-0.09
Psco_620	2	TZ	50	1	59	1	0.422853708	0.072480095	172	231	0.659	0.497	20.84	19.48	-0.14	-0.24	-0.1
Psco_532	2	MZ	31	0	98	0	0	0	199	297	1.219	1.525	24.22	25.68	0.06	0.13	0.07
Psco_628	2	TZ	50	0	98	1	0.305244597	0.083052216	172	270	0.521	0.561	19.04	18.73	-0.22	-0.2	0.02
Psco_540	2	TZ	49	1	63	1	0.677030189	0.056358254	175	238	0.619	0.46	21.25	19.85	-0.16	-0.26	-0.1
Psco_636	2	TZ	50	1	59	1	0.64791212	0.145205333	172	231	0.546	0.323	19.85	19.01	-0.2	-0.38	-0.18
Psco_548	2	TZ	50	1	65	1	0.447373182	0.043612582	172	237	0.586	0.439	20.41	18.3	-0.18	-0.28	-0.11
Psco_644	2	MZ	39	1	51	1	0.198457964	0.17959408	206	257	1.188	0.87	24.63	21.64	0.05	-0.05	-0.1
Psco_556	2	TZ	46	1	74	1	0.49903874	0.086641331	160	234	0.519	0.347	19.75	18.62	-0.22	-0.36	-0.14
Psco_652	2	MZ	35	1	77	1	0.418334529	0.054476655	189	266	1.073	0.763	24.9	22.74	0.02	-0.09	-0.11
Psco_564	2	TZ	53	0	98	1	0.258613413	0.350180741	161	259	0.52	0.443	19.07	18.32	-0.22	-0.28	-0.06
Psco_660	2	TZ	50	1	63	1	0.609365861	0.143504167	172	235	0.569	0.501	18.26	17.18	-0.19	-0.24	-0.05
Psco_572	2	TZ	50	1	80	1	0.227163846	0.054666504	172	252	0.469	0.401	18.49	18.05	-0.26	-0.32	-0.06
Psco_668	2	MZ	26	0	98	0	0	0	208	306	1.296	1.569	25.14	25.28	0.08	0.14	0.06
Psco_580	2	MZ	37	1	92	1	0.272863257	0.040643661	200	292	1.074	0.746	23.63	22.51	0.02	-0.09	-0.12
Psco_676	2	MZ	23	1	91	1	0.402735058	0.09123218	189	280	1.153	0.711	24.58	22.55	0.04	-0.11	-0.15
Psco_588	2	MZ	21	1	95	1	0.271430071	0.040013692	218	313	1.042	0.704	24.28	21.1	0.01	-0.12	-0.13
Psco_684	2	MZ	25	1	77	1	0.502218685	0.141152301	208	285	1.022	0.759	23.62	23.82	0.01	-0.09	-0.09
Psco_692	2	TZ	46	1	51	1	0.494250412	0.128228761	160	211	0.464	0.545	18.81	17.46	-0.26	-0.21	0.05
Psco_801	3	MZ	30	1	85	1	0.354398303	0.051001846	317	402	1.178	0.821	24.28	24.06	0.05	-0.06	-0.11
Psco_700	2	MZ	39	0	98	1	0.384640156	0.078568565	206	304	1.071	0.985	22.86	22.77	0.02	0	-0.03
Psco_809	3	MZ	24	0	98	1	0.048237543	0.027024901	354	452	0.937	0.777	25.65	23.06	-0.02	-0.08	-0.06
Psco_708	2	MZ	32	1	64	1	0.660242017	0.120862838	199	263	0.96	0.716	23.95	21.65	-0.01	-0.11	-0.1
Psco_817	3	MZ	29	0	98	0	0	0	317	415	1.169	0.93	26.26	22.75	0.05	-0.02	-0.07
Psco_716	2	TZ	52	1	52	1	0.55919807	0.052998774	164	216	0.585	0.412	19.47	18.62	-0.18	-0.3	-0.12
Psco_825	3	MZ	22	1	57	1	0.901733235	0.065121821	288	345	1.196	0.72	25.42	22.57	0.06	-0.11	-0.16
Psco_724	2	TZ	49	1	62	1	0.475377138	0.101676346	175	237	0.679	0.528	22.45	20.34	-0.12	-0.21	-0.09
Psco_833	3	MZ	38	0	98	0	0	0	315	413	1.216	0.79	26.15	23.41	0.06	-0.07	-0.13
Psco_745	3	MZ	33	0	98	0	0	0	304	402	0.877	0.689	24.04	23.43	-0.04	-0.12	-0.08
Psco_841	3	MZ	35	0	98	0	0	0	304	402	1.022	0.922	25.33	24.45	0.01	-0.03	-0.03
Psco_753	3	MZ	25	0	98	0	0	0	323	421	1.147	0.848	26.34	23.74	0.04	-0.05	-0.09
Psco_849	3	MZ	24	1	69	1	0.3227984	0.089825357	354	423	1.188	1.057	26.44	25.67	0.05	0.02	-0.04
Psco_761	3	MZ	23	0	98	1	0.30368046	0.103510422	304	402	1.144	1.227	26.14	26.78	0.04	0.06	0.02
Psco_857	3	MZ	21	0	98	0	0	0	333	431	1.089	1.035	26	24.75	0.03	0.01	-0.02
Psco_769	3	MZ	22	0	98	0	0	0	288	386	1.247	0.795	26.05	23.26	0.07	-0.07	-0.14
Psco_865	3	MZ	33	0	98	0	0	0	304	402	1.044	0.918	25.09	24.48	0.01	-0.03	-0.04
Psco_777	3	MZ	30	0	98	0	0	0	317	415	1.106	0.819	25.68	22.65	0.03	-0.06	-0.1
Psco_873	3	MZ	22	0	98	0	0	0	288	386	1.076	1.036	25.48	25.02	0.02	0.01	-0.01
Psco_785	3	MZ	25	0	98	0	0	0	323	421	1.317	1.199	25.58	25.12	0.08	0.06	-0.03
Psco_881	3	MZ	32	1	63	1	0.414135115	0.114505046	314	377	0.426	0.328	19.72	17.94	-0.29	-0.39	-0.1
Psco_793	3	MZ	30	1	70	1	0.477988027	0.061677712	317	387	1.114	1.117	25.49	26.12	0.03	0.03	0
Psco_889	3	MZ	29	0	98	0	0	0	317	415	1.15	0.837	26.33	23.58	0.04	-0.06	-0.1
Psco_501	2	TZ	50	0	98	1	0.596319991	0.080949242	172	270	0.577	0.578	19.31	18.75	-0.19	-0.19	0
Psco_597	2	MZ	37	0	98	1	0.352789052	0.27430105	200	298	1.247	1.319	25.64	26.38	0.07	0.08	0.02
Psco_509	2	MZ	35	0	98	0	0	0	189	287	0.965	1.097	23.96	23.2	-0.01	0.03	0.04
Psco_605	2	TZ	51	0	98	1	0.256901687	0.04108672	159	257	0.682	1.002	20.22	20.39	-0.13	0	0.13
Psco_517	2	MZ	24	0	98	0	0	0	239	337	1.049	0.937	24.18	23.35	0.02	-0.02	-0.04
Psco_613	2	MZ	22	1	67	1	0.806141682	0.216774286	173	240	1.31	1.144	25.78	22.47	0.08	0.04	-0.04
Psco_525	2	MZ	30	0	98	0	0	0	202	300	1.064	0.991	24.17	25.57	0.02	0	-0.02
Psco_621	2	TZ	44	1	68	1	0.356563502	0.073714532	173	241	0.682	0.407	19.68	18.16	-0.13	-0.31	-0.18
Psco_533	2	TZ	49	1	71	1	0.334008996	0.07895311	175	246	0.757	0.541	22.63	19.85	-0.09	-0.21	-0.12
Psco_629	2	MZ	40	1	64	1	0.696233069	0.175498158	202	266	0.927	0.533	23.36	21.67	-0.02	-0.2	-0.18
Psco_541	2	MZ	26	1	71	1	0.46354026	0.050145301	208	279	1.186	0.903	23	22.73	0.05	-0.03	-0.09
Psco_637	2	TZ	42	0	98	0	0	0	185	283	0.515	0.718	19.96	19.29	-0.22	-0.11	0.11
Psco_549	2	MZ	33	1	51	1	0.496439064	0.033369656	189	240	1.025	0.9	24.3	22.89	0.01	-0.03	-0.04
Psco_645	2	TZ	50	1	59	1	0.430534067	0.066690708	172	231	0.457	0.228	18.25	17.38	-0.27	-0.52	-0.25
Psco_557	2	TZ	45	1	47	1	0.509186364	0.103334281	182	229	0.726	0.477	20.66	18.72	-0.11	-0.25	-0.15
Psco_653	2	TZ	50	1	45	1	0.828023359	0.169320573	172	217	0.565	0.383	19.65	18.92	-0.19	-0.33	-0.13
Psco_565_2	2	MZ	21	0	98	0	0	0	218	316	1.073	1.156	24.66	24.46	0.02	0.05	0.02
Psco_661	2	MZ	29	1	60	1	0.738452912	0.191192155	202	262	1.125	0.956	24.81	23.53	0.04	-0.01	-0.05
Psco_573	2	MZ	30	1	70	1	0.468963345	0.173138164	202	272	1.215	0.739	25.5	21.97	0.06	-0.1	-0.16
Psco_669	2	MZ	26	0	98	0	0	0	208	306	1.262	1.149	25.37	24.7	0.07	0.04	-0.03
Psco_581	2	MZ	21	0	98	0	0	0	218	316	1.132	1.118	24.09	25.6	0.04	0.03	0
Psco_677	2	MZ	23	1	77	1	0.339922428	0.079922791	189	266	1.261	0.956	24.24	23.15	0.07	-0.01	-0.09
Psco_589	2	MZ	39	0	98	0	0	0	206	304	0.906	1.154	22.65	23.25	-0.03	0.05	0.08
Psco_685	2	MZ	39	1	81	1	0.310363096	0.064918299	206	287	0.991	0.844	24.07	21.91	0	-0.05	-0.05
Psco_693	2	MZ	28	1	63	1	0.359964692	0.207949793	242	305	1.272	0.915	26.92	22.14	0.07	-0.03	-0.1
Psco_802	3	MZ	35	0	98	0	0	0	304	402	0.897	0.771	24.12	22.58	-0.03	-0.08	-0.05
